degree,strength,betweenness,betweenness_w,closeness,closeness_w,cities,dates
1.0,1.0,1.0,1.0,0.0,0.0,São Paulo/SP,2020-02-25
0.5,0.5,0.5,0.5,0.0,0.0,Barra Mansa/RJ,2020-03-05
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,Feira de Santana/BA,2020-03-06
0.25,0.25,0.25,0.5,0.0,0.25,Rio de Janeiro/RJ,2020-03-06
0.2,0.4,0.4,0.4,0.0,0.2,Santana de Parnaíba/SP,2020-03-07
0.5,0.5,0.5,0.5,0.0,0.3333333333333333,Brasília/DF,2020-03-07
0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,0.2857142857142857,Maceió/AL,2020-03-08
0.5,0.5,0.375,0.5,0.0,0.25,Divinópolis/MG,2020-03-08
0.4444444444444444,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.2222222222222222,Campo Bom/RS,2020-03-10
0.5,0.4,0.4,0.5,0.1,0.2,Porto Alegre/RS,2020-03-11
0.45454545454545453,0.36363636363636365,0.5454545454545454,0.45454545454545453,0.09090909090909091,0.18181818181818182,Natal/RN,2020-03-12
0.4166666666666667,0.3333333333333333,0.5,0.5,0.08333333333333333,0.16666666666666666,Recife/PE,2020-03-12
0.38461538461538464,0.3076923076923077,0.46153846153846156,0.46153846153846156,0.07692307692307693,0.15384615384615385,Ipatinga/MG,2020-03-12
0.35714285714285715,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.07142857142857142,0.14285714285714285,Niterói/RJ,2020-03-12
0.3333333333333333,0.3333333333333333,0.4666666666666667,0.4,0.06666666666666667,0.13333333333333333,Ferraz de Vasconcelos/SP,2020-03-12
0.3125,0.3125,0.4375,0.375,0.0625,0.125,Cianorte/PR,2020-03-12
0.35294117647058826,0.35294117647058826,0.47058823529411764,0.4117647058823529,0.11764705882352941,0.17647058823529413,Curitiba/PR,2020-03-12
0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.16666666666666666,Florianópolis/SC,2020-03-12
0.3157894736842105,0.3157894736842105,0.42105263157894735,0.42105263157894735,0.10526315789473684,0.15789473684210525,Caxias do Sul/RS,2020-03-12
0.35,0.35,0.45,0.5,0.15,0.15,Goiânia/GO,2020-03-12
0.3333333333333333,0.3333333333333333,0.42857142857142855,0.47619047619047616,0.19047619047619047,0.14285714285714285,Rio Verde/GO,2020-03-12
0.3181818181818182,0.3181818181818182,0.45454545454545453,0.45454545454545453,0.18181818181818182,0.13636363636363635,Manaus/AM,2020-03-13
0.34782608695652173,0.34782608695652173,0.4782608695652174,0.4782608695652174,0.17391304347826086,0.13043478260869565,Salvador/BA,2020-03-13
0.375,0.3333333333333333,0.4583333333333333,0.4583333333333333,0.16666666666666666,0.125,Joinville/SC,2020-03-13
0.36,0.32,0.48,0.48,0.16,0.12,Aracaju/SE,2020-03-14
0.34615384615384615,0.3076923076923077,0.46153846153846156,0.46153846153846156,0.15384615384615385,0.11538461538461539,Juiz de Fora/MG,2020-03-14
0.3333333333333333,0.2962962962962963,0.4444444444444444,0.4444444444444444,0.14814814814814814,0.1111111111111111,Patrocínio/MG,2020-03-14
0.35714285714285715,0.2857142857142857,0.4642857142857143,0.42857142857142855,0.14285714285714285,0.10714285714285714,Rancho Queimado/SC,2020-03-14
0.3793103448275862,0.27586206896551724,0.4827586206896552,0.4482758620689655,0.13793103448275862,0.10344827586206896,Campo Grande/MS,2020-03-14
