degree,degree_values,degree_geocde,strength,strength_values,strength_geocde,betweenness,betweenness_values,betweenness_geocde,betweenness_w,betweenness_w_values,betweenness_w_geocde,closeness,closeness_values,closeness_geocde,closeness_w,closeness_w_values,closeness_w_geocde
540,371,4104808.0,1355,25065.25,2604106.0,1599,304554.1872376075,2927408.0,198,676969.1643663022,3304557.0,1271,0.5333333333333333,1600204.0,419,0.04403302268959586,2933158.0
214,368,3543402.0,198,24087.0,3304557.0,214,277978.5038792118,3543402.0,728,634642.6121378418,2905305.0,3672,0.5333333333333333,1600501.0,964,0.04394984625018402,2310902.0
6,358,2304400.0,672,21256.0,2604007.0,1254,276568.79774998804,2211001.0,265,625210.2381213426,3170206.0,3564,0.5,1600154.0,1890,0.04390942179851301,2612208.0
948,351,4115200.0,1254,20947.0,2211001.0,147,255704.650180911,2611606.0,1537,544569.1185186864,5218805.0,3721,0.5,1600055.0,95,0.04390296442360271,4106902.0
1217,335,4304705.0,214,19413.5,3543402.0,338,252857.1090683316,2504009.0,289,522238.2050474226,5300108.0,4248,0.5,1600238.0,730,0.04388896481180091,2918001.0
96,323,3549805.0,95,19088.5,4106902.0,71,244288.8141044628,2111300.0,1532,497385.39667305653,3301009.0,289,0.49588246303574773,5300108.0,89,0.04384293819668096,2933307.0
1254,309,2211001.0,289,17008.25,5300108.0,27,241283.12224221052,5201108.0,6,487647.1104290256,2304400.0,213,0.49210624071322434,3509502.0,206,0.04383160524258754,3534401.0
689,300,2903201.0,516,16843.25,2608909.0,385,239585.10447708084,2507507.0,1170,484144.8725961608,4108304.0,33,0.4901489223938581,5208707.0,114,0.04379727951036972,4314902.0
318,295,5002704.0,310,16594.0,2610608.0,162,236666.1053936158,2800308.0,206,480362.6148337002,3534401.0,5241,0.48484848484848486,1600550.0,1418,0.043791307437869686,2913200.0
89,293,2933307.0,648,16212.0,1501402.0,96,230142.56369009436,3549805.0,270,441357.110572993,2910800.0,198,0.4830887045309509,3304557.0,1408,0.043783075887084445,2906006.0
265,286,3170206.0,234,16069.0,2510808.0,683,228627.65005650523,2704302.0,1768,418933.08911195217,5200258.0,76,0.4740985953296949,3106200.0,214,0.04374458249060965,3543402.0
537,284,3127701.0,96,15821.25,3549805.0,948,212159.37794645524,4115200.0,1582,385143.1516385391,1709302.0,214,0.4711059743954481,3543402.0,1491,0.04373654898902047,1100023.0
147,283,2611606.0,798,15717.0,1502400.0,537,182627.34699454522,3127701.0,1890,377630.70629201544,2612208.0,118,0.47058823529411764,1600402.0,1434,0.04373366126013853,3143302.0
286,277,3541406.0,540,15112.0,4104808.0,540,177451.15674920622,4104808.0,530,372701.3155045328,1709500.0,1924,0.47058823529411764,1600212.0,1582,0.04373113481015661,1709302.0
80,271,4318705.0,948,14815.0,4115200.0,1217,167825.04364910032,4304705.0,1599,367254.8339340769,2927408.0,4249,0.47058823529411764,1600253.0,1768,0.04372905973031408,5200258.0
109,270,5103403.0,80,14711.25,4318705.0,265,162053.69377322795,3170206.0,89,340899.5084779206,2933307.0,265,0.46972786100523,3170206.0,977,0.043728879297895255,1100304.0
2623,257,4205407.0,683,14277.0,2704302.0,3396,159702.08465098872,3136702.0,33,337392.4369477893,5208707.0,27,0.4680268503797916,5201108.0,4513,0.043726082785794596,5215231.0
292,255,4113700.0,242,14260.0,2700300.0,318,157935.51666312237,5002704.0,214,323852.61477264203,3543402.0,6,0.4619072524407252,2304400.0,1203,0.04371318737522892,3170107.0
530,249,1709500.0,926,13945.0,2804003.0,426,154723.51678047873,1721000.0,1254,317827.516206027,2211001.0,270,0.4594641463626116,2910800.0,317,0.04369984908336701,1100205.0
1191,249,4204202.0,1280,13754.0,2105302.0,2623,154159.30051085775,4205407.0,2623,317218.64073532,4205407.0,1203,0.4591854419410745,3170107.0,886,0.04369696619855361,5104807.0
818,243,2919553.0,1375,13558.0,2806107.0,648,146379.13505339788,1501402.0,1570,315754.05034609797,4312708.0,95,0.4559848550038723,4106902.0,2459,0.04369678603088214,5103304.0
935,239,4104303.0,3396,12874.0,3136702.0,109,146375.14158891822,5103403.0,2085,311074.26818173716,3205309.0,109,0.452480573819486,5103403.0,1606,0.043686608970223605,3548708.0
1203,239,3170107.0,442,12804.0,2803609.0,292,137256.96221919672,4113700.0,935,298237.0313556132,4104303.0,147,0.4519402985074627,2611606.0,147,0.04367562666776563,2611606.0
160,238,4119905.0,109,12712.5,5103403.0,80,137070.9481229702,4318705.0,468,296199.6592801215,3549904.0,1599,0.45025065850964396,2927408.0,270,0.04366851812173454,2910800.0
338,236,2504009.0,687,12600.0,2802908.0,662,135500.61704436952,2208007.0,147,294874.68564198934,2611606.0,540,0.4495249406175772,4104808.0,587,0.043665549414214994,5205109.0
1193,235,4311403.0,385,12569.0,2507507.0,286,129413.56655378555,3541406.0,431,290911.75266043557,2408102.0,96,0.44702210224396827,3549805.0,892,0.04365035235776979,5211909.0
683,234,2704302.0,286,12355.25,3541406.0,689,125538.45678198364,2903201.0,1526,282431.46103774355,3554102.0,948,0.44596869213937046,4115200.0,689,0.04364010706197241,2903201.0
862,234,4308508.0,292,12340.0,4113700.0,2085,124794.89287446739,3205309.0,689,278086.1829941047,2903201.0,468,0.4456686291000841,3549904.0,198,0.043636962541303385,3304557.0
385,231,2507507.0,793,12229.0,1504208.0,511,117587.81603757227,1200401.0,964,277018.8724121421,2310902.0,689,0.44428607361448813,2903201.0,254,0.043611015093904824,5102504.0
468,229,3549904.0,383,12103.0,2312908.0,1203,117486.16180342845,3170107.0,317,265002.2841080049,1100205.0,683,0.444137121783589,2704302.0,919,0.043589221559349085,3168606.0
1170,229,4108304.0,537,12049.5,3127701.0,468,113523.27231777213,3549904.0,919,261008.6474326161,3168606.0,537,0.4425791363902113,3127701.0,3699,0.04355795945879297,1504059.0
496,227,4320107.0,89,11668.0,2933307.0,234,112790.13522510913,2510808.0,496,251318.955955343,4320107.0,919,0.44246826987307947,3168606.0,76,0.04355599028435921,3106200.0
162,226,2800308.0,1217,11309.0,4304705.0,242,112204.45145447123,2700300.0,3699,250300.59936855544,1504059.0,318,0.44239438971447653,5002704.0,6,0.04353121181315014,2304400.0
2608,224,4307807.0,318,11303.25,5002704.0,89,108785.96367365403,2933307.0,730,248589.7961932951,2918001.0,162,0.44059200133034004,2800308.0,857,0.04352030749203859,3145208.0
461,223,4127700.0,2085,11198.0,3205309.0,1170,108118.81502803399,4108304.0,1090,246541.07635651564,2109106.0,316,0.440006642863074,5107602.0,289,0.04350030066022111,5300108.0
3396,221,3136702.0,668,11181.0,2608453.0,160,107633.30363996608,4119905.0,3900,245299.51222353987,4213104.0,426,0.43949572862237707,1721000.0,149,0.04349405229710402,2929909.0
1606,218,3548708.0,662,11037.0,2208007.0,1984,105912.84999567976,2408003.0,1203,244567.10459844017,3170107.0,2441,0.43949572862237707,5211503.0,848,0.043482542157305216,5211800.0
71,216,2111300.0,730,11037.0,2918001.0,317,104619.48105198712,1100205.0,818,240850.3689286077,2919553.0,818,0.4389132775615009,2919553.0,622,0.043472553797182775,5107180.0
426,216,1721000.0,436,10995.0,2616407.0,530,104356.92949094095,1709500.0,318,239832.87219391557,5002704.0,1170,0.43793388429752067,4108304.0,1532,0.04346658081080471,3301009.0
2721,214,4313706.0,689,10802.5,2903201.0,376,103475.67772626769,4316907.0,85,236442.1650088802,4314100.0,1890,0.4375,2612208.0,2091,0.04346453076105992,2932705.0
431,213,2408102.0,431,10761.0,2408102.0,919,101114.58400156727,3168606.0,27,233314.45113466546,5201108.0,847,0.43674276765845216,3103504.0,818,0.043463995997276836,2919553.0
469,213,3501608.0,27,10718.0,5201108.0,1561,99823.02665588287,1702109.0,1408,232902.08691950238,2906006.0,292,0.4341307553662133,4113700.0,530,0.04346060946553867,1709500.0
205,212,4320800.0,1043,10588.0,2103000.0,798,93961.01314256275,1502400.0,149,232599.14074654435,2929909.0,89,0.4337398706720144,2933307.0,1670,0.04346060946553867,2611101.0
1121,212,4217204.0,2334,10484.0,2508307.0,1280,89318.45327585745,2105302.0,223,227784.05866595707,2207702.0,206,0.433704370600753,3534401.0,216,0.04345357073300737,3525904.0
316,211,5107602.0,435,10452.0,2605202.0,1494,87857.18701129041,3131307.0,1434,217055.4813042546,3143302.0,1606,0.43363338788870703,3548708.0,1254,0.04345000768718291,2211001.0
216,205,3525904.0,2623,10328.5,4205407.0,1606,86911.76317038662,3548708.0,683,216622.88438458063,2704302.0,114,0.43278340411630184,4314902.0,346,0.04343549431543399,1100155.0
356,205,4202008.0,200,10211.0,2108454.0,1193,84577.63258355757,4311403.0,848,211323.00087298703,5211800.0,533,0.4313741452295669,2925105.0,522,0.04343549431543399,5100201.0
919,205,3168606.0,434,10095.0,2610004.0,1191,82346.43518270126,4204202.0,385,207048.8405892656,2507507.0,613,0.4310583258765151,1100122.0,1564,0.04343300219664929,5106257.0
2441,205,5211503.0,722,9615.25,3552205.0,1355,81946.41209005649,2604106.0,1418,206811.37671172817,2913200.0,530,0.43102326338051083,1709500.0,287,0.04342926455462261,5106752.0
206,203,3534401.0,160,9571.0,4119905.0,1491,81726.20336957127,1100023.0,1561,205936.95431926966,1702109.0,286,0.43088307041795415,3541406.0,261,0.04342294762245226,2910602.0
395,202,4312401.0,1387,9495.0,2801504.0,1853,77597.52504622516,4310207.0,3396,201899.5361677746,3136702.0,385,0.4301834713427504,2507507.0,5008,0.043411386170044995,5002100.0
1708,199,4219507.0,71,9418.0,2111300.0,85,74412.78630201548,4314100.0,1491,199881.65282927928,1100023.0,2623,0.43000892639779276,4205407.0,935,0.04340960803147381,4104303.0
662,198,2208007.0,581,9310.0,2909802.0,818,68787.58105054246,2919553.0,47,198274.7395366998,2402006.0,1526,0.429834523036989,3554102.0,733,0.043402496933608266,5107354.0
730,198,2918001.0,265,9283.25,3170206.0,2648,67861.396325666,3538709.0,977,198114.58436888602,1100304.0,977,0.42899935233160624,1100304.0,2327,0.04337318826492923,2403103.0
85,195,4314100.0,22,9261.0,2803302.0,1287,66538.27428359327,2203909.0,80,197165.86378123437,4318705.0,892,0.4287216828478964,5211909.0,1599,0.04337212324100012,2927408.0
149,193,2929909.0,1017,9261.0,2900702.0,2510,65986.20012759186,2101202.0,2034,195462.1572374351,4314407.0,317,0.42751109318273495,1100205.0,47,0.0433647582572261,2402006.0
1494,193,3131307.0,252,8945.0,3537602.0,2441,65822.96581407382,5211503.0,419,195380.6567753061,2933158.0,431,0.42623873873873874,2408102.0,1570,0.04336387107861389,4312708.0
1853,189,4310207.0,839,8935.0,2613701.0,1351,65317.95014197988,2606002.0,4052,192977.82808919103,5219753.0,1254,0.4261359067149176,2211001.0,1170,0.043357041019000925,4108304.0
1024,187,4115804.0,1670,8922.0,2611101.0,316,64459.38907489808,5107602.0,948,191802.51351541062,4115200.0,216,0.42599887450759705,3525904.0,465,0.04335047909274049,2305407.0
648,186,1501402.0,352,8894.5,2914802.0,2721,62301.1192235834,4313706.0,892,191218.73713033352,5211909.0,648,0.425725074315096,1501402.0,218,0.04334524870962201,1100254.0
1561,186,1702109.0,216,8839.0,3525904.0,1434,61691.03066407338,3143302.0,2045,189318.2870008223,2611002.0,730,0.4256566792513455,2918001.0,1431,0.04334312145725807,3140555.0
2706,186,5003702.0,677,8645.0,2603454.0,907,61483.88109488381,4307005.0,338,187748.22265490005,2504009.0,662,0.42562248995983937,2208007.0,1569,0.04333293126958783,2109908.0
1258,185,4108403.0,468,8572.25,3549904.0,352,61455.86219199646,2914802.0,1431,187200.849127484,3140555.0,1494,0.42545162585307106,3131307.0,4052,0.04333142530051517,5219753.0
352,184,2914802.0,1997,8483.0,2928703.0,1038,61220.81003164915,4214805.0,96,184860.95697966396,3549805.0,2386,0.42545162585307106,2921302.0,2045,0.043317699232600676,2611002.0
1086,184,4310504.0,2496,8374.0,4209102.0,2609,60904.14218768178,5107909.0,452,177785.72174019087,4107207.0,886,0.42473549214491824,5104807.0,468,0.04331707955088878,3549904.0
1355,183,2604106.0,530,8295.0,1709500.0,216,60564.112961943174,3525904.0,346,177180.2844597806,1100155.0,935,0.4239539163133051,4104303.0,565,0.04329610935556286,2304251.0
2496,182,4209102.0,12,8260.0,2302107.0,935,60536.6385074051,4104303.0,619,172843.83471490376,2309607.0,1537,0.4238521836506159,5218805.0,2437,0.043288946981455766,2206605.0
1509,181,4210506.0,376,8191.0,4316907.0,383,60334.05396281447,2312908.0,1287,171368.92600942886,2203909.0,1217,0.42361499720201456,4304705.0,1140,0.04327798694881616,3117836.0
340,178,5208004.0,2648,8149.25,3538709.0,613,59226.82182451561,1100122.0,2091,171002.9933173915,2932705.0,2609,0.42361499720201456,5107909.0,2279,0.04327427593782028,2202752.0
2085,177,3205309.0,794,8107.0,2602902.0,978,59067.361492718854,1716109.0,1217,170939.93657964055,4304705.0,261,0.42334425181752816,2910602.0,1565,0.04326191049625877,2104057.0
1158,176,4208203.0,17,8103.0,2307304.0,862,58494.46069066993,4308508.0,537,168603.40348304462,3127701.0,71,0.42327661953830176,2111300.0,1837,0.043259879706675324,1100189.0
2386,176,2921302.0,440,8077.0,2611804.0,2204,58385.66729421363,4209300.0,762,162860.34900392705,4314050.0,1430,0.4232428115015974,3133303.0,1496,0.04323041058284367,2908002.0
626,175,4118501.0,898,8031.0,2805703.0,1526,58384.44136795398,3554102.0,465,162000.42337308463,2305407.0,2113,0.4232090088651066,3136207.0,3082,0.043219744547575156,2613909.0
2960,175,4317202.0,1193,8028.0,4311403.0,206,58376.15949678998,3534401.0,2437,160655.30222821076,2206605.0,798,0.4228037979733504,1502400.0,537,0.04320802679403209,3127701.0
376,172,4316907.0,2386,7996.0,2921302.0,3149,57707.595409482354,1302603.0,722,156111.33712186827,3552205.0,234,0.4225003986605007,2510808.0,2647,0.04319939672478625,3157005.0
2648,172,3538709.0,469,7984.5,3501608.0,340,57329.380917891845,5208004.0,857,152895.27489132088,3145208.0,392,0.4225003986605007,5213103.0,1561,0.04319041806841268,1702109.0
1280,171,2105302.0,1494,7757.5,3131307.0,391,56288.07314795305,4317509.0,587,152362.91212627184,5205109.0,1827,0.4224330357142857,5218003.0,1558,0.04318751400802787,2106755.0
3478,171,5005707.0,395,7706.0,4312401.0,730,56167.57821803801,2918001.0,71,150488.30469296404,2111300.0,465,0.4223993622957353,2305407.0,385,0.04317757275877312,2507507.0
234,170,2510808.0,461,7681.0,4127700.0,3674,55706.15474580828,3105608.0,216,149673.86759786945,3525904.0,340,0.4223656942451777,5208004.0,1287,0.043175901670733846,2203909.0
391,170,4317509.0,3023,7669.0,3122306.0,898,54648.86947522434,2805703.0,1853,147147.63285496578,4310207.0,269,0.42206292313819194,2304202.0,948,0.04317185641426732,4115200.0
2239,169,3548500.0,551,7590.0,3302403.0,2113,53222.762525915976,3136207.0,4483,146985.67243447018,5107107.0,1561,0.42206292313819194,1702109.0,1827,0.04316702068945854,5218003.0
2510,169,2101202.0,1191,7580.0,4204202.0,1121,51971.02465905754,4217204.0,1558,144800.66868709936,2106755.0,898,0.42202930869703725,2805703.0,196,0.04316658113182955,3504008.0
17,168,2307304.0,480,7509.0,3506003.0,847,51739.578866687996,3103504.0,196,143625.93089147445,3504008.0,978,0.42152573383183517,1716109.0,3174,0.043162889201132225,2205532.0
200,168,2108454.0,932,7492.25,3529005.0,3262,50613.52499065376,3152105.0,554,142672.20819891262,4209003.0,1670,0.42109027336300064,2611101.0,3175,0.043162889201132225,2209559.0
367,167,5101803.0,1381,7326.0,2804508.0,2264,50568.57562403677,4204301.0,230,141986.1092968444,2302503.0,1355,0.4209899102248352,2604106.0,3778,0.043162889201132225,2200707.0
383,165,2312908.0,1532,7297.75,3301009.0,200,49312.01026044666,2108454.0,601,141806.83148057535,4321204.0,3396,0.41965629207254296,3136702.0,426,0.04314830346310124,1721000.0
1895,164,4114609.0,2113,7280.25,3136207.0,346,49261.630451647114,1100155.0,1569,141113.55581536423,2109908.0,160,0.4195233948222627,4119905.0,663,0.04314364864672321,2310308.0
1206,163,4216701.0,205,7265.0,4320800.0,305,48871.53725164882,2409407.0,2976,137659.10616714158,4300059.0,2085,0.41836412442760146,3205309.0,1930,0.04313390313390313,2408300.0
1670,163,2611101.0,919,7234.0,3168606.0,367,48746.75906470517,5101803.0,2239,136672.16773537264,3548500.0,2239,0.41823204419889504,3548500.0,230,0.04312723306936656,2302503.0
892,161,5211909.0,1561,7210.0,1702109.0,1708,48730.149591197856,4219507.0,1140,132365.07768959398,3117836.0,587,0.418199037171494,5205109.0,2526,0.0431230214597863,2614105.0
2113,161,3136207.0,1187,7202.0,2512101.0,2496,48502.83624877137,4209102.0,2392,129983.65962786016,3557105.0,1093,0.418133038743786,1718204.0,2032,0.04310355346052637,2207603.0
1043,160,2103000.0,342,7189.0,2930105.0,639,47165.19569182149,4305108.0,17,129859.06501188189,2307304.0,1280,0.41793516838867417,2105302.0,1526,0.04309811959138526,3554102.0
798,159,1502400.0,316,7188.5,5107602.0,1061,47080.517371519665,2503704.0,254,128767.79126940074,5102504.0,367,0.4174413108555223,5101803.0,2034,0.04308392788178141,4314407.0
1077,158,4121406.0,437,7104.0,2605905.0,2034,46723.27472557132,4314407.0,352,128632.21205699496,2914802.0,1582,0.4173426793730802,1709302.0,519,0.04308305215659173,2924009.0
1860,158,4108809.0,1890,7093.0,2612208.0,1537,46607.537843590915,5218805.0,1193,128623.332780955,4311403.0,1061,0.41727695094101896,2503704.0,2085,0.043078498959417275,3205309.0
978,157,1716109.0,356,7008.0,4202008.0,932,45987.33070842354,3529005.0,1086,126941.40657682774,4310504.0,461,0.417244094488189,4127700.0,610,0.04306038326910302,3534708.0
847,156,3103504.0,309,6996.0,2609501.0,47,45334.280560786385,2402006.0,1984,126628.74305304227,2408003.0,338,0.41711272040302266,2504009.0,2203,0.04305802147619377,2603009.0
2604,156,3547809.0,1203,6981.5,3170107.0,1890,45263.90415712509,2612208.0,2604,125824.60610678863,3547809.0,1491,0.41704706437903355,1100023.0,4435,0.04305452299992281,4301602.0
1807,154,4219705.0,5,6966.0,2300150.0,496,44736.860665723114,4320107.0,1893,125384.897434871,4321808.0,1434,0.4165225593460148,3143302.0,3210,0.04305391082502392,3138807.0
279,153,4313409.0,85,6886.0,4314100.0,1024,44487.35985013506,4115804.0,1033,123208.96680728557,3504107.0,149,0.4160973694542599,2929909.0,797,0.043045517039696675,2918407.0
269,152,2304202.0,2608,6877.0,4307807.0,811,44385.61148488688,3502804.0,273,121608.42646272505,2300309.0,383,0.4160646984924623,2312908.0,1426,0.04304376874635734,2920452.0
2609,152,5107909.0,388,6843.25,3503208.0,186,44104.16701302402,3143906.0,1639,121519.31698423208,4308607.0,1191,0.4157056562328391,4204202.0,2043,0.043037126526634245,2605103.0
722,151,3552205.0,1170,6782.0,4108304.0,1258,43541.91741063074,4108403.0,744,119671.00476132859,3106705.0,1680,0.4155752490000784,3104007.0,17,0.04302655564261732,2307304.0
1827,151,5218003.0,2510,6733.0,2101202.0,356,43237.77816296824,4202008.0,2510,119099.09648739824,2101202.0,1984,0.4154774972557629,2408003.0,2608,0.043022800297968816,4307807.0
3028,151,4313904.0,1351,6732.0,2606002.0,2650,42862.608304881025,2516201.0,1152,118322.91624190121,2915304.0,1569,0.41508694971016763,2109908.0,1193,0.0430196567926041,4311403.0
613,150,1100122.0,426,6729.0,1721000.0,1043,42371.092082435505,2103000.0,907,117835.78064927392,4307005.0,1571,0.41508694971016763,2100055.0,1568,0.04301319658508175,2931608.0
1434,150,3143302.0,858,6727.0,2929602.0,587,42289.34061830232,5205109.0,426,115194.91220672149,1721000.0,848,0.4150544372209603,5211800.0,415,0.043013022011806464,2909307.0
1537,150,5218805.0,910,6578.5,4202404.0,480,42023.06155534409,3506003.0,160,114472.42152614536,4119905.0,2300,0.41498942751977447,5106224.0,2648,0.04300577847032853,3538709.0
1287,149,2203909.0,669,6570.0,2614501.0,1023,42005.722623251204,4128104.0,1486,113208.43641435735,4218202.0,862,0.41492443818025215,4308508.0,318,0.0430027246961345,5002704.0
639,148,4305108.0,740,6566.0,3136652.0,17,41913.8314574101,2307304.0,162,111547.40179245513,2800308.0,932,0.4148594691928286,3529005.0,989,0.04300115435255834,2201705.0
2433,148,5003306.0,1,6520.0,5108402.0,1670,41822.27562754992,2611101.0,2648,110550.74749694738,3538709.0,17,0.41472959223604916,2307304.0,1625,0.04299818846092208,5221601.0
1526,147,3554102.0,935,6500.25,4104303.0,1509,41712.5443085155,4210506.0,469,110330.3478526838,3501608.0,287,0.41472959223604916,5106752.0,373,0.04299443806618336,2203206.0
358,146,1705508.0,1024,6463.0,4115804.0,1125,41463.241874084284,2202208.0,3289,109479.61042361626,4208500.0,254,0.41463223787167447,5102504.0,1066,0.042979268727898,3101102.0
1625,146,5221601.0,269,6454.0,2304202.0,2647,41019.57789660963,3157005.0,951,109234.37723281544,4302105.0,75,0.4144052553374521,2702405.0,4477,0.042978571544438494,3118403.0
3038,146,5005681.0,1038,6452.0,4214805.0,877,40922.910392454905,4306106.0,261,109149.99697394847,2910602.0,342,0.4141137855579869,2930105.0,1639,0.0429755216327292,4308607.0
317,145,1100205.0,3457,6431.0,3202405.0,506,40590.91964218521,4204608.0,4435,108917.9721899946,4301602.0,322,0.41404907016721365,5107925.0,3214,0.04297160095366301,3204708.0
480,145,3506003.0,744,6406.0,3106705.0,2720,40547.87016233062,3152501.0,1625,106904.03750674747,5221601.0,2648,0.4139197000468677,3538709.0,1067,0.04297133960049386,3200805.0
932,144,3529005.0,639,6389.0,4305108.0,1807,40097.07803581318,4219705.0,540,105216.06443905503,4104808.0,469,0.4133062943608143,3501608.0,3126,0.04297099113454689,3203908.0
1418,144,2913200.0,953,6383.0,2601201.0,2608,40088.34464429579,4307807.0,2238,105214.14485920408,3505500.0,1708,0.41324183108476953,4219507.0,2589,0.04296689708297014,2202901.0
3641,143,5003751.0,2650,6383.0,2516201.0,1532,39444.88798591614,3301009.0,1837,104846.70391171376,1100189.0,2487,0.41304856185205396,3127107.0,2108,0.042936868865908376,2612604.0
90,142,4208302.0,1410,6368.0,2927507.0,2107,39381.45264486232,3119401.0,1930,103970.40662393022,2408300.0,2650,0.41291981609911943,2516201.0,859,0.042917134052263495,2301604.0
1061,141,2503704.0,533,6345.5,2925105.0,863,39172.56205715499,3516200.0,1,103560.01482119152,5108402.0,2056,0.4128876422004052,2906873.0,182,0.04291643888315212,2311900.0
793,140,1504208.0,10,6306.0,2301208.0,1827,39025.38063201451,5218003.0,3082,103178.78796621904,2613909.0,2721,0.4128876422004052,4313706.0,2190,0.042916265094393106,2405009.0
907,140,4307005.0,650,6295.0,1502202.0,722,38883.687819868166,3552205.0,340,101824.46577676364,5208004.0,111,0.4128554733151539,2302008.0,2157,0.04291609130704159,2914703.0
1890,140,2612208.0,3674,6288.0,3105608.0,461,37533.278002885076,4127700.0,234,100538.61838547462,2510808.0,2496,0.41263043139697864,4209102.0,223,0.04290488499523302,2207702.0
2918,140,5004601.0,414,6279.0,4101408.0,543,36906.98454714547,4218707.0,522,99828.722369629,5100201.0,857,0.41243773349937735,3145208.0,898,0.04290010888968948,2805703.0
627,139,2910727.0,3346,6258.0,4122404.0,533,36680.7233552339,2925105.0,511,99415.95676804075,1200401.0,1121,0.4123414520270796,4217204.0,1597,0.042895594276809744,2922102.0
388,138,3503208.0,1970,6250.0,3300407.0,1728,36538.88021582738,4308904.0,1119,99229.05320156156,3548906.0,627,0.4122452154971215,2910727.0,749,0.042881448857256727,2516102.0
533,137,2925105.0,2107,6164.0,3119401.0,2760,35480.14111228763,3171303.0,3740,99130.66037324886,4305702.0,1649,0.412084921066957,3148004.0,683,0.042879627119604136,2704302.0
2157,137,2914703.0,1130,6135.0,2804607.0,1569,35466.40108061496,2109908.0,886,96478.51096531295,5104807.0,1837,0.4120528771384137,1100189.0,4079,0.04287719837683223,3140803.0
2570,137,4320206.0,2720,6131.25,3152501.0,205,35463.024680272036,4320800.0,663,96157.28660731934,2310308.0,1609,0.41173271173271175,3526902.0,1992,0.04287303545783693,2509701.0
910,136,4202404.0,272,6125.0,2803203.0,2386,35455.645933864995,2921302.0,292,96067.32086072583,4113700.0,1625,0.41163675910821096,5221601.0,1635,0.04286081155680837,2609808.0
1023,136,4128104.0,766,6078.0,2112209.0,554,35264.28951255934,4209003.0,46,95136.39428385052,4118204.0,2195,0.41157281553398056,5105259.0,531,0.04285968488142612,2104206.0
877,135,4306106.0,614,6055.0,2930501.0,196,35223.85222034038,3504008.0,2459,94886.42502257468,5103304.0,2699,0.41157281553398056,3502507.0,292,0.04284729536050068,4113700.0
886,134,5104807.0,2706,6055.0,5003702.0,358,34699.44789640419,1705508.0,1509,94493.70375418676,4210506.0,1258,0.4113172397733447,4108403.0,619,0.04283049864512883,2309607.0
977,134,1100304.0,613,6029.0,1100122.0,4168,34362.0471454467,1400100.0,1023,94141.26083339642,4128104.0,1418,0.4111576660459342,2913200.0,865,0.04282504687398978,4316808.0
848,133,5211800.0,1571,6001.0,2100055.0,223,34223.88046753797,2207702.0,610,93895.04290613408,3534708.0,242,0.41067968689452067,2700300.0,1637,0.04281630962841762,4124509.0
711,132,4102604.0,332,5970.0,3530607.0,1158,34217.275241383795,4208203.0,1466,93345.22567777583,4307906.0,626,0.4103298745547468,4118501.0,540,0.04281025620310433,4104808.0
1678,132,3537305.0,1158,5968.0,4208203.0,610,34187.80891758131,3534708.0,662,90349.5770042754,2208007.0,1017,0.41026633632703624,2900702.0,1280,0.042805674033863254,2105302.0
