nodes,matric_values,geocode
37,1.0,4315602.0
38,1.0,4318507.0
51,1.0,2927408.0
52,1.0,4208401.0
53,1.0,4314498.0
56,1.0,2709202.0
57,1.0,2802403.0
68,1.0,2401107.0
69,1.0,2404408.0
87,1.0,2706703.0
88,1.0,2806404.0
95,1.0,2105302.0
96,1.0,2100204.0
97,1.0,2111300.0
98,1.0,2706802.0
99,1.0,2800704.0
100,1.0,2924405.0
101,1.0,2933604.0
106,1.0,3300100.0
107,1.0,3302601.0
113,1.0,4109500.0
114,1.0,4118204.0
116,1.0,2926004.0
117,1.0,2930204.0
122,1.0,1200203.0
125,1.0,2707503.0
126,1.0,2805703.0
127,1.0,4207205.0
128,1.0,4209409.0
132,1.0,1508308.0
133,1.0,2102903.0
83,0.75,2105005.0
84,0.75,2111201.0
0,0.6928571428571428,1302603.0
50,0.6666666666666666,2916104.0
74,0.6666666666666666,2933208.0
94,0.6666666666666666,1710706.0
102,0.6666666666666666,1504208.0
10,0.6139240506329114,1501402.0
123,0.6,1200351.0
135,0.6,1200393.0
138,0.6,1301803.0
14,0.5542857142857143,1501808.0
9,0.5480225988700564,1301902.0
23,0.5480225988700564,1506807.0
15,0.5359116022099447,1500503.0
17,0.5359116022099447,1506005.0
20,0.5359116022099447,1503101.0
21,0.532967032967033,1303403.0
8,0.5243243243243243,1504802.0
25,0.521505376344086,1505106.0
7,0.5187165775401069,1503903.0
85,0.5,2105104.0
137,0.5,2109403.0
48,0.44495412844036697,1507979.0
45,0.4409090909090909,1503002.0
62,0.4409090909090909,1304203.0
19,0.43891402714932126,1500404.0
66,0.43891402714932126,1505304.0
4,0.4369369369369369,1301308.0
18,0.4369369369369369,1301209.0
46,0.4349775784753363,1303007.0
75,0.42920353982300885,1304062.0
76,0.42920353982300885,1300607.0
77,0.42920353982300885,1301605.0
89,0.42920353982300885,1300060.0
91,0.42920353982300885,1302306.0
93,0.42920353982300885,1303908.0
103,0.42920353982300885,1303700.0
115,0.42920353982300885,1304237.0
39,0.42358078602620086,1303106.0
6,0.4217391304347826,1300805.0
26,0.4217391304347826,1300631.0
55,0.4217391304347826,1600600.0
32,0.4199134199134199,1301704.0
40,0.4199134199134199,1100205.0
44,0.4199134199134199,1303304.0
58,0.4199134199134199,1302702.0
90,0.4199134199134199,1302504.0
120,0.4199134199134199,1304302.0
1,0.41810344827586204,1304260.0
3,0.41810344827586204,1300029.0
27,0.41810344827586204,1304104.0
63,0.41810344827586204,1302207.0
104,0.41810344827586204,1302009.0
105,0.41810344827586204,1301001.0
129,0.41810344827586204,1303957.0
131,0.41810344827586204,1300680.0
136,0.41810344827586204,1300508.0
5,0.41630901287553645,1300300.0
70,0.41630901287553645,1300102.0
119,0.41630901287553645,1300086.0
2,0.41452991452991456,1302108.0
16,0.41452991452991456,1302801.0
24,0.41452991452991456,1300904.0
31,0.41452991452991456,1600808.0
33,0.41452991452991456,1505908.0
41,0.41452991452991456,1300839.0
49,0.41452991452991456,1302900.0
121,0.41452991452991456,1303809.0
124,0.41452991452991456,1300409.0
134,0.41452991452991456,1303601.0
92,0.4127659574468085,1302553.0
30,0.4110169491525424,1600279.0
72,0.4110169491525424,1301159.0
79,0.4110169491525424,1301852.0
86,0.4110169491525424,1303205.0
61,0.40082644628099173,1508357.0
67,0.40082644628099173,1507805.0
13,0.3943089430894309,1502103.0
34,0.3943089430894309,1600303.0
35,0.3943089430894309,1501303.0
42,0.3943089430894309,1500305.0
73,0.3943089430894309,1502806.0
36,0.3911290322580645,1505205.0
64,0.3911290322580645,1505809.0
12,0.3895582329317269,1504604.0
65,0.3895582329317269,1504505.0
111,0.3895582329317269,1504000.0
22,0.388,1507706.0
29,0.388,1500701.0
59,0.388,1501105.0
43,0.38645418326693226,1504901.0
109,0.383399209486166,1506401.0
130,0.383399209486166,1502004.0
54,0.38188976377952755,1500206.0
81,0.38188976377952755,1506302.0
110,0.38188976377952755,1505700.0
139,0.38188976377952755,1507904.0
47,0.3592592592592593,1304401.0
108,0.35661764705882354,1501006.0
112,0.35661764705882354,1502855.0
118,0.35661764705882354,1503606.0
60,0.29754601226993865,1500602.0
28,0.29573170731707316,1302405.0
80,0.2948328267477204,1502509.0
78,0.2878338278931751,1508084.0
11,0.2852941176470588,1501204.0
82,0.2852941176470588,1508100.0
71,0.28362573099415206,1500107.0
