degree,strength,betweenness,betweenness_w,closeness,closeness_w,cities,dates
0.5466666666666666,0.5866666666666667,0.5333333333333333,0.5466666666666666,0.52,0.56,Benjamin Constant/AM,2020-04-22
0.5394736842105263,0.5789473684210527,0.5394736842105263,0.5526315789473685,0.5263157894736842,0.5657894736842105,Barcelos/AM,2020-04-22
0.5584415584415584,0.5844155844155844,0.5584415584415584,0.5714285714285714,0.5324675324675324,0.5714285714285714,Alenquer/PA,2020-04-23
0.5769230769230769,0.5897435897435898,0.5769230769230769,0.5769230769230769,0.5384615384615384,0.5769230769230769,Anajás/PA,2020-04-23
0.5949367088607594,0.5949367088607594,0.5949367088607594,0.5949367088607594,0.5569620253164557,0.5822784810126582,Nhamundá/AM,2020-04-23
0.6,0.6,0.5875,0.6,0.55,0.5875,Manaquiri/AM,2020-04-23
0.6172839506172839,0.6049382716049383,0.6049382716049383,0.6172839506172839,0.5555555555555556,0.6049382716049383,Codajás/AM,2020-04-24
0.6341463414634146,0.6097560975609756,0.6219512195121951,0.6341463414634146,0.5487804878048781,0.5975609756097561,Tapauá/AM,2020-04-24
0.6506024096385542,0.6144578313253012,0.6385542168674698,0.6506024096385542,0.5542168674698795,0.6144578313253012,Porto de Moz/PA,2020-04-24
0.6666666666666666,0.6190476190476191,0.6547619047619048,0.6666666666666666,0.5595238095238095,0.6190476190476191,Caapiranga/AM,2020-04-24
0.6823529411764706,0.6235294117647059,0.6705882352941176,0.6705882352941176,0.5647058823529412,0.6235294117647059,Novo Aripuanã/AM,2020-04-24
0.686046511627907,0.6395348837209303,0.6744186046511628,0.686046511627907,0.5813953488372093,0.627906976744186,Fonte Boa/AM,2020-04-24
0.7011494252873564,0.6436781609195402,0.6781609195402298,0.6896551724137931,0.5862068965517241,0.632183908045977,Amaturá/AM,2020-04-24
0.7045454545454546,0.6477272727272727,0.6818181818181818,0.6818181818181818,0.5909090909090909,0.6477272727272727,Piaçabuçu/AL,2020-04-24
0.7078651685393258,0.6404494382022472,0.6853932584269663,0.6853932584269663,0.5842696629213483,0.6629213483146067,Ponta de Pedras/PA,2020-04-24
0.7111111111111111,0.6555555555555556,0.7,0.7,0.5888888888888889,0.6666666666666666,Limoeiro do Ajuru/PA,2020-04-24
0.7142857142857143,0.6593406593406593,0.7032967032967034,0.7032967032967034,0.6043956043956044,0.6813186813186813,Viseu/PA,2020-04-24
0.717391304347826,0.6739130434782609,0.717391304347826,0.717391304347826,0.6195652173913043,0.6956521739130435,Almeirim/PA,2020-04-25
0.7311827956989247,0.6881720430107527,0.7204301075268817,0.7204301075268817,0.6236559139784946,0.6881720430107527,Urucará/AM,2020-04-25
0.7446808510638298,0.7021276595744681,0.7127659574468085,0.7127659574468085,0.6382978723404256,0.6914893617021277,São Sebastião do Uatumã/AM,2020-04-25
0.7578947368421053,0.7157894736842105,0.7263157894736842,0.7263157894736842,0.6421052631578947,0.6947368421052632,Mocajuba/PA,2020-04-26
0.7708333333333334,0.7291666666666666,0.7395833333333334,0.7395833333333334,0.65625,0.7083333333333334,Humaitá/AM,2020-04-26
0.7731958762886598,0.7319587628865979,0.7525773195876289,0.7525773195876289,0.6597938144329897,0.7216494845360825,Urucurituba/AM,2020-04-26
0.7755102040816326,0.7346938775510204,0.7653061224489796,0.7653061224489796,0.673469387755102,0.7346938775510204,Itaparica/BA,2020-04-26
0.7878787878787878,0.7474747474747475,0.7676767676767676,0.7676767676767676,0.6767676767676768,0.7272727272727273,Bagre/PA,2020-04-26
0.79,0.76,0.77,0.77,0.69,0.72,Itapiranga/AM,2020-04-26
0.801980198019802,0.7722772277227723,0.7821782178217822,0.7821782178217822,0.7029702970297029,0.7326732673267327,Borba/AM,2020-04-27
0.803921568627451,0.7745098039215687,0.7941176470588235,0.7941176470588235,0.7058823529411765,0.7450980392156863,Melgaço/PA,2020-04-27
