degree,degree_values,degree_geocde,strength,strength_values,strength_geocde,betweenness,betweenness_values,betweenness_geocde,betweenness_w,betweenness_w_values,betweenness_w_geocde,closeness,closeness_values,closeness_geocde,closeness_w,closeness_w_values,closeness_w_geocde
186,1,4118402.0,176,1.36538461538462,4101507.0,148,0.0,5003702.0,145,0.0,5218805.0,101,0.3192307692307692,2305506.0,5,0.00465865075068933,1200203.0
191,1,4314407.0,101,1.23076923076923,2305506.0,149,0.0,4104808.0,146,0.0,3136702.0,102,0.3192307692307692,2312304.0,197,0.004568140816433458,4316907.0
192,1,4301602.0,102,1.19230769230769,2312304.0,150,0.0,3300100.0,147,0.0,3162500.0,103,0.3192307692307692,2312908.0,117,0.004386403977033371,2903201.0
193,1,4304408.0,205,1.076923076923077,5105101.0,151,0.0,3301009.0,148,0.0,5003702.0,104,0.3192307692307692,2313302.0,166,0.0042639310065139486,4208807.0
194,1,4315602.0,96,0.980769230769231,2304103.0,152,0.0,4204202.0,149,0.0,4104808.0,62,0.3102803738317757,1504802.0,0,0.003351780031281209,1100049.0
195,1,4317202.0,103,0.961538461538462,2312908.0,153,0.0,4209102.0,150,0.0,3300100.0,80,0.260596546310832,5103353.0,3,0.003327476583924339,1100122.0
196,1,4317509.0,104,0.942307692307692,2313302.0,154,0.0,3122306.0,151,0.0,3301009.0,82,0.260596546310832,5107859.0,60,0.0023794402251096003,1702109.0
197,1,4316907.0,179,0.653846153846154,4106407.0,155,0.0,5008305.0,152,0.0,4204202.0,207,0.2601880877742947,5101407.0,118,0.0021353117785252247,2933307.0
198,1,4322400.0,124,0.3461538461538461,3525904.0,158,0.0,3303807.0,153,0.0,4209102.0,179,0.24776119402985075,4106407.0,146,0.00205892258622812,3136702.0
199,1,4318002.0,56,0.230769230769231,1508100.0,159,0.0,4305108.0,154,0.0,3122306.0,63,0.2381635581061693,1505106.0,122,0.001986751461120827,3127701.0
200,1,4321501.0,80,0.21153846153846148,5103353.0,160,0.0,3529005.0,155,0.0,5008305.0,61,0.23782234957020057,1500404.0,86,0.0019654793337771878,3502804.0
207,1,5101407.0,106,0.076923076923077,2510808.0,161,0.0,3503208.0,156,0.0,5107602.0,48,0.1925754060324826,1505304.0,123,0.0016774125095875042,3131307.0
6,0,1301704.0,6,0.0,1301704.0,162,0.0,3505500.0,158,0.0,3303807.0,6,0.0,1301704.0,6,0.0,1301704.0
31,0,1300409.0,31,0.0,1300409.0,163,0.0,4119905.0,159,0.0,4305108.0,31,0.0,1300409.0,31,0.0,1300409.0
33,0,1300706.0,33,0.0,1300706.0,165,0.0,4314100.0,160,0.0,3529005.0,33,0.0,1300706.0,33,0.0,1300706.0
34,0,1300805.0,34,0.0,1300805.0,166,0.0,4208807.0,161,0.0,3503208.0,34,0.0,1300805.0,34,0.0,1300805.0
35,0,1302702.0,35,0.0,1302702.0,167,0.0,5003207.0,162,0.0,3505500.0,35,0.0,1302702.0,35,0.0,1302702.0
39,0,1301605.0,39,0.0,1301605.0,168,0.0,4209300.0,163,0.0,4119905.0,39,0.0,1301605.0,39,0.0,1301605.0
40,0,1303908.0,40,0.0,1303908.0,169,0.0,4109401.0,165,0.0,4314100.0,40,0.0,1303908.0,40,0.0,1303908.0
50,0,1303601.0,50,0.0,1303601.0,170,0.0,4204608.0,166,0.0,4208807.0,50,0.0,1303601.0,50,0.0,1303601.0
70,0,1502509.0,70,0.0,1502509.0,171,0.0,3548906.0,167,0.0,5003207.0,70,0.0,1502509.0,70,0.0,1502509.0
71,0,1502707.0,71,0.0,1502707.0,172,0.0,3510500.0,168,0.0,4209300.0,71,0.0,1502707.0,71,0.0,1502707.0
72,0,1505437.0,72,0.0,1505437.0,173,0.0,3516200.0,169,0.0,4109401.0,72,0.0,1505437.0,72,0.0,1505437.0
73,0,1505502.0,73,0.0,1505502.0,174,0.0,5101803.0,170,0.0,4204608.0,73,0.0,1505502.0,73,0.0,1505502.0
74,0,1506138.0,74,0.0,1506138.0,175,0.0,3548500.0,171,0.0,3548906.0,74,0.0,1506138.0,74,0.0,1506138.0
75,0,1506708.0,75,0.0,1506708.0,176,0.0,4101507.0,172,0.0,3510500.0,75,0.0,1506708.0,75,0.0,1506708.0
76,0,1507300.0,76,0.0,1507300.0,177,0.0,4104303.0,173,0.0,3516200.0,76,0.0,1507300.0,76,0.0,1507300.0
78,0,1503903.0,78,0.0,1503903.0,178,0.0,4105508.0,174,0.0,5101803.0,78,0.0,1503903.0,78,0.0,1503903.0
79,0,5213087.0,79,0.0,5213087.0,179,0.0,4106407.0,175,0.0,3548500.0,79,0.0,5213087.0,79,0.0,5213087.0
81,0,1709500.0,81,0.0,1709500.0,181,0.0,4118501.0,176,0.0,4101507.0,81,0.0,1709500.0,81,0.0,1709500.0
83,0,2102804.0,83,0.0,2102804.0,182,0.0,4127700.0,177,0.0,4104303.0,83,0.0,2102804.0,83,0.0,2102804.0
87,0,2103307.0,87,0.0,2103307.0,183,0.0,4108809.0,178,0.0,4105508.0,87,0.0,2103307.0,87,0.0,2103307.0
88,0,2108207.0,88,0.0,2108207.0,184,0.0,4118204.0,179,0.0,4106407.0,88,0.0,2108207.0,88,0.0,2108207.0
115,0,2612208.0,115,0.0,2612208.0,185,0.0,4128203.0,181,0.0,4118501.0,115,0.0,2612208.0,115,0.0,2612208.0
119,0,2903904.0,119,0.0,2903904.0,186,0.0,4118402.0,182,0.0,4127700.0,119,0.0,2903904.0,119,0.0,2903904.0
120,0,2911709.0,120,0.0,2911709.0,187,0.0,4108403.0,183,0.0,4108809.0,120,0.0,2911709.0,120,0.0,2911709.0
127,0,3101706.0,127,0.0,3101706.0,188,0.0,4307005.0,184,0.0,4118204.0,127,0.0,3101706.0,127,0.0,3101706.0
128,0,3103405.0,128,0.0,3103405.0,189,0.0,4203006.0,185,0.0,4128203.0,128,0.0,3103405.0,128,0.0,3103405.0
129,0,3121605.0,129,0.0,3121605.0,190,0.0,4209003.0,186,0.0,4118402.0,129,0.0,3121605.0,129,0.0,3121605.0
131,0,3148103.0,131,0.0,3148103.0,191,0.0,4314407.0,188,0.0,4307005.0,131,0.0,3148103.0,131,0.0,3148103.0
132,0,3148004.0,132,0.0,3148004.0,192,0.0,4301602.0,189,0.0,4203006.0,132,0.0,3148004.0,132,0.0,3148004.0
133,0,3168606.0,133,0.0,3168606.0,193,0.0,4304408.0,190,0.0,4209003.0,133,0.0,3168606.0,133,0.0,3168606.0
134,0,3170057.0,134,0.0,3170057.0,194,0.0,4315602.0,191,0.0,4314407.0,134,0.0,3170057.0,134,0.0,3170057.0
135,0,3139409.0,135,0.0,3139409.0,195,0.0,4317202.0,192,0.0,4301602.0,135,0.0,3139409.0,135,0.0,3139409.0
136,0,3171303.0,136,0.0,3171303.0,196,0.0,4317509.0,193,0.0,4304408.0,136,0.0,3171303.0,136,0.0,3171303.0
137,0,3152501.0,137,0.0,3152501.0,197,0.0,4316907.0,194,0.0,4315602.0,137,0.0,3152501.0,137,0.0,3152501.0
139,0,3151800.0,139,0.0,3151800.0,198,0.0,4322400.0,195,0.0,4317202.0,139,0.0,3151800.0,139,0.0,3151800.0
140,0,3151503.0,140,0.0,3151503.0,199,0.0,4318002.0,196,0.0,4317509.0,140,0.0,3151503.0,140,0.0,3151503.0
142,0,3128709.0,142,0.0,3128709.0,200,0.0,4321501.0,197,0.0,4316907.0,142,0.0,3128709.0,142,0.0,3128709.0
143,0,3147907.0,143,0.0,3147907.0,202,0.0,5102702.0,198,0.0,4322400.0,143,0.0,3147907.0,143,0.0,3147907.0
147,0,3162500.0,147,0.0,3162500.0,203,0.0,5107040.0,199,0.0,4318002.0,147,0.0,3162500.0,147,0.0,3162500.0
154,0,3122306.0,154,0.0,3122306.0,204,0.0,5100805.0,200,0.0,4321501.0,154,0.0,3122306.0,154,0.0,3122306.0
170,0,4204608.0,170,0.0,4204608.0,205,0.0,5105101.0,203,0.0,5107040.0,170,0.0,4204608.0,170,0.0,4204608.0
171,0,3548906.0,171,0.0,3548906.0,207,0.0,5101407.0,204,0.0,5100805.0,171,0.0,3548906.0,171,0.0,3548906.0
188,0,4307005.0,188,0.0,4307005.0,209,0.0,5107925.0,207,0.0,5101407.0,188,0.0,4307005.0,188,0.0,4307005.0
189,0,4203006.0,189,0.0,4203006.0,210,0.0,5105259.0,208,0.0,5107958.0,189,0.0,4203006.0,189,0.0,4203006.0
190,0,4209003.0,190,0.0,4209003.0,211,0.0,5106224.0,209,0.0,5107925.0,190,0.0,4209003.0,190,0.0,4209003.0
204,0,5100805.0,204,0.0,5100805.0,212,0.0,5106752.0,211,0.0,5106224.0,204,0.0,5100805.0,204,0.0,5100805.0
