nodes,matric_values,geocode
179,38.69731296255267,3550308.0
198,38.67362195151936,3304557.0
114,38.65899927145939,4314902.0
76,38.65481348302702,3106200.0
289,38.654257366902485,5300108.0
147,38.65127278836802,2611606.0
1599,38.64454306342881,2927408.0
95,38.63688258119706,4106902.0
6,38.62206757750762,2304400.0
2623,38.621678330098995,4205407.0
33,38.597708528195,5208707.0
2085,38.572082340176784,3205309.0
1158,38.569113338608766,4208203.0
109,38.56533601755115,5103403.0
213,38.563078385140614,3509502.0
683,38.55800380813252,2704302.0
431,38.54318093544151,2408102.0
3149,38.528844712317515,1302603.0
1170,38.52060776238891,4108304.0
318,38.51167746247189,5002704.0
648,38.49409982072064,1501402.0
385,38.47373169666345,2507507.0
961,38.469745143123205,2925303.0
162,38.44804608731901,2800308.0
71,38.38832124872584,2111300.0
265,38.35668451271221,3170206.0
948,38.3229960444341,4115200.0
292,38.31069204641014,4113700.0
1254,38.30563146843802,2211001.0
96,38.29802041267024,3549805.0
1873,38.27517859071443,2913606.0
214,38.2494611155471,3543402.0
17,38.201412050853115,2307304.0
2496,38.177549196254844,4209102.0
117,38.17317713820834,1600303.0
1191,38.08894099475165,4204202.0
221,38.077873906650304,1506807.0
511,38.02746879344141,1200401.0
4168,38.01183174173575,1400100.0
317,38.01096420612991,1100205.0
217,37.9549064440698,3509205.0
89,37.91497581615122,2933307.0
5339,37.91431842468953,2605459.0
1670,37.84146154152393,2611101.0
793,37.8340424463909,1504208.0
798,37.81972182376993,1502400.0
426,37.787073436335824,1721000.0
1434,37.78668011184213,3143302.0
310,37.74747528239788,2610608.0
672,37.73002264529523,2604007.0
926,37.57259136238071,2804003.0
1280,37.569294532245664,2105302.0
540,37.566308124823685,4104808.0
272,37.55123828542791,2803203.0
1375,37.523438277642,2806107.0
2609,37.51182213348077,5107909.0
2239,37.47451223043784,3548500.0
286,37.47072887527936,3541406.0
435,37.46551274587792,2605202.0
175,37.44549663060502,2800506.0
687,37.44373374811891,2802908.0
442,37.42780895326313,2803609.0
3457,37.42407610485126,3202405.0
246,37.387927215789595,3305554.0
270,37.3730325081844,2910800.0
722,37.3568610853249,3552205.0
