degree,strength,betweenness,betweenness_w,closeness,closeness_w
1.0,1.0,1.0,1.0,0.0,1.0
0.5,0.5,0.5,0.5,0.0,0.5
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
0.25,0.25,0.25,0.25,0.0,0.25
0.4,0.2,0.6,0.2,0.0,0.2
0.5,0.16666666666666666,0.5,0.16666666666666666,0.0,0.16666666666666666
0.5714285714285714,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285
0.5,0.125,0.375,0.125,0.0,0.125
0.4444444444444444,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111
0.5,0.3,0.4,0.2,0.1,0.1
0.5454545454545454,0.36363636363636365,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.09090909090909091
0.5833333333333334,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.08333333333333333
0.5384615384615384,0.46153846153846156,0.5384615384615384,0.3076923076923077,0.07692307692307693,0.07692307692307693
0.5,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.07142857142857142,0.07142857142857142
0.4666666666666667,0.4,0.6,0.26666666666666666,0.06666666666666667,0.13333333333333333
0.4375,0.375,0.5625,0.3125,0.0625,0.125
0.4117647058823529,0.4117647058823529,0.5294117647058824,0.29411764705882354,0.11764705882352941,0.11764705882352941
0.3888888888888889,0.4444444444444444,0.5,0.3333333333333333,0.1111111111111111,0.16666666666666666
0.3684210526315789,0.42105263157894735,0.47368421052631576,0.3684210526315789,0.15789473684210525,0.2631578947368421
0.35,0.4,0.45,0.35,0.15,0.25
0.3333333333333333,0.38095238095238093,0.42857142857142855,0.38095238095238093,0.19047619047619047,0.23809523809523808
0.36363636363636365,0.4090909090909091,0.5,0.36363636363636365,0.18181818181818182,0.22727272727272727
0.34782608695652173,0.391304347826087,0.4782608695652174,0.34782608695652173,0.17391304347826086,0.21739130434782608
0.375,0.375,0.4583333333333333,0.3333333333333333,0.16666666666666666,0.20833333333333334
0.36,0.4,0.48,0.32,0.16,0.2
0.38461538461538464,0.38461538461538464,0.46153846153846156,0.34615384615384615,0.15384615384615385,0.19230769230769232
0.37037037037037035,0.37037037037037035,0.4444444444444444,0.3333333333333333,0.14814814814814814,0.18518518518518517
0.39285714285714285,0.39285714285714285,0.4642857142857143,0.35714285714285715,0.14285714285714285,0.17857142857142858
0.3793103448275862,0.3793103448275862,0.4827586206896552,0.3448275862068966,0.13793103448275862,0.1724137931034483
0.36666666666666664,0.36666666666666664,0.4666666666666667,0.3333333333333333,0.16666666666666666,0.16666666666666666
0.3870967741935484,0.3870967741935484,0.5161290322580645,0.3870967741935484,0.1935483870967742,0.16129032258064516
0.40625,0.375,0.53125,0.375,0.25,0.15625
0.42424242424242425,0.42424242424242425,0.5454545454545454,0.3939393939393939,0.2727272727272727,0.15151515151515152
0.4117647058823529,0.4117647058823529,0.5294117647058824,0.38235294117647056,0.29411764705882354,0.17647058823529413
0.4,0.4,0.5142857142857142,0.37142857142857144,0.3142857142857143,0.2
0.3888888888888889,0.3888888888888889,0.5,0.4166666666666667,0.3055555555555556,0.2222222222222222
0.3783783783783784,0.3783783783783784,0.4864864864864865,0.43243243243243246,0.2972972972972973,0.21621621621621623
0.39473684210526316,0.3684210526315789,0.47368421052631576,0.42105263157894735,0.2894736842105263,0.21052631578947367
0.38461538461538464,0.358974358974359,0.46153846153846156,0.41025641025641024,0.28205128205128205,0.23076923076923078
0.375,0.35,0.45,0.4,0.275,0.225
0.36585365853658536,0.34146341463414637,0.43902439024390244,0.3902439024390244,0.2926829268292683,0.21951219512195122
0.38095238095238093,0.3333333333333333,0.4523809523809524,0.40476190476190477,0.30952380952380953,0.23809523809523808
0.3953488372093023,0.3488372093023256,0.46511627906976744,0.3953488372093023,0.3023255813953488,0.2558139534883721
0.4090909090909091,0.3409090909090909,0.45454545454545453,0.38636363636363635,0.3181818181818182,0.2727272727272727
0.4,0.35555555555555557,0.4444444444444444,0.37777777777777777,0.3333333333333333,0.26666666666666666
0.391304347826087,0.34782608695652173,0.45652173913043476,0.3695652173913043,0.32608695652173914,0.2826086956521739
0.40425531914893614,0.3404255319148936,0.44680851063829785,0.3617021276595745,0.3191489361702128,0.2765957446808511
0.4166666666666667,0.3333333333333333,0.4375,0.3541666666666667,0.3125,0.2708333333333333
0.40816326530612246,0.32653061224489793,0.42857142857142855,0.3469387755102041,0.30612244897959184,0.2653061224489796
0.4,0.32,0.42,0.36,0.3,0.26
0.4117647058823529,0.3333333333333333,0.43137254901960786,0.35294117647058826,0.3137254901960784,0.2549019607843137
0.4230769230769231,0.34615384615384615,0.4230769230769231,0.38461538461538464,0.3076923076923077,0.2692307692307692
0.4339622641509434,0.37735849056603776,0.4339622641509434,0.39622641509433965,0.33962264150943394,0.2830188679245283
0.42592592592592593,0.37037037037037035,0.42592592592592593,0.3888888888888889,0.3333333333333333,0.2777777777777778
0.41818181818181815,0.36363636363636365,0.41818181818181815,0.38181818181818183,0.34545454545454546,0.2727272727272727
0.4107142857142857,0.375,0.42857142857142855,0.375,0.35714285714285715,0.26785714285714285
0.42105263157894735,0.40350877192982454,0.45614035087719296,0.38596491228070173,0.3684210526315789,0.2631578947368421
0.4482758620689655,0.39655172413793105,0.46551724137931033,0.3793103448275862,0.3793103448275862,0.25862068965517243
0.4406779661016949,0.3898305084745763,0.4576271186440678,0.3898305084745763,0.3728813559322034,0.2542372881355932
0.45,0.38333333333333336,0.4666666666666667,0.4,0.38333333333333336,0.25
0.45901639344262296,0.3770491803278688,0.45901639344262296,0.39344262295081966,0.3770491803278688,0.2459016393442623
0.45161290322580644,0.3709677419354839,0.45161290322580644,0.4032258064516129,0.3870967741935484,0.24193548387096775
0.4444444444444444,0.36507936507936506,0.4444444444444444,0.3968253968253968,0.3968253968253968,0.23809523809523808
0.4375,0.375,0.453125,0.390625,0.390625,0.234375
0.4307692307692308,0.38461538461538464,0.4461538461538462,0.38461538461538464,0.38461538461538464,0.24615384615384617
0.42424242424242425,0.3787878787878788,0.4393939393939394,0.3787878787878788,0.3939393939393939,0.25757575757575757
0.43283582089552236,0.3880597014925373,0.44776119402985076,0.373134328358209,0.40298507462686567,0.2537313432835821
0.4411764705882353,0.38235294117647056,0.4411764705882353,0.36764705882352944,0.4117647058823529,0.25
0.4492753623188406,0.37681159420289856,0.4492753623188406,0.37681159420289856,0.42028985507246375,0.2608695652173913
0.44285714285714284,0.37142857142857144,0.44285714285714284,0.38571428571428573,0.4142857142857143,0.2571428571428571
0.4507042253521127,0.36619718309859156,0.43661971830985913,0.39436619718309857,0.4225352112676056,0.2535211267605634
0.4444444444444444,0.375,0.4305555555555556,0.3888888888888889,0.4166666666666667,0.25
0.4383561643835616,0.3698630136986301,0.4246575342465753,0.3835616438356164,0.410958904109589,0.2465753424657534
0.43243243243243246,0.3783783783783784,0.44594594594594594,0.3783783783783784,0.4189189189189189,0.24324324324324326
0.44,0.37333333333333335,0.44,0.38666666666666666,0.41333333333333333,0.24
0.4473684210526316,0.39473684210526316,0.4473684210526316,0.39473684210526316,0.42105263157894735,0.2631578947368421
0.44155844155844154,0.38961038961038963,0.44155844155844154,0.38961038961038963,0.4155844155844156,0.2597402597402597
0.44871794871794873,0.38461538461538464,0.4358974358974359,0.3974358974358974,0.4358974358974359,0.2564102564102564
0.4430379746835443,0.379746835443038,0.4430379746835443,0.3924050632911392,0.43037974683544306,0.25316455696202533
0.4375,0.375,0.4375,0.3875,0.425,0.25
0.43209876543209874,0.37037037037037035,0.43209876543209874,0.38271604938271603,0.41975308641975306,0.24691358024691357
0.43902439024390244,0.3780487804878049,0.43902439024390244,0.3902439024390244,0.4146341463414634,0.24390243902439024
0.43373493975903615,0.37349397590361444,0.43373493975903615,0.3855421686746988,0.40963855421686746,0.24096385542168675
0.42857142857142855,0.38095238095238093,0.44047619047619047,0.38095238095238093,0.40476190476190477,0.23809523809523808
0.4235294117647059,0.3764705882352941,0.4470588235294118,0.3764705882352941,0.4,0.23529411764705882
0.4186046511627907,0.37209302325581395,0.45348837209302323,0.37209302325581395,0.3953488372093023,0.23255813953488372
0.41379310344827586,0.3793103448275862,0.4482758620689655,0.367816091954023,0.39080459770114945,0.22988505747126436
0.42045454545454547,0.3977272727272727,0.45454545454545453,0.36363636363636365,0.3977272727272727,0.22727272727272727
0.42696629213483145,0.4044943820224719,0.4606741573033708,0.3707865168539326,0.4044943820224719,0.23595505617977527
0.4222222222222222,0.4,0.45555555555555555,0.36666666666666664,0.4111111111111111,0.23333333333333334
0.4175824175824176,0.4065934065934066,0.46153846153846156,0.3626373626373626,0.4065934065934066,0.24175824175824176
0.41304347826086957,0.40217391304347827,0.45652173913043476,0.358695652173913,0.40217391304347827,0.2391304347826087
0.40860215053763443,0.3978494623655914,0.45161290322580644,0.3548387096774194,0.40860215053763443,0.23655913978494625
0.4148936170212766,0.39361702127659576,0.44680851063829785,0.35106382978723405,0.40425531914893614,0.23404255319148937
0.4105263157894737,0.3894736842105263,0.45263157894736844,0.35789473684210527,0.4105263157894737,0.24210526315789474
0.40625,0.3854166666666667,0.4479166666666667,0.3541666666666667,0.40625,0.23958333333333334
0.41237113402061853,0.38144329896907214,0.44329896907216493,0.36082474226804123,0.41237113402061853,0.24742268041237114
0.40816326530612246,0.37755102040816324,0.4387755102040816,0.35714285714285715,0.40816326530612246,0.24489795918367346
0.41414141414141414,0.3838383838383838,0.4444444444444444,0.35353535353535354,0.41414141414141414,0.24242424242424243
0.42,0.38,0.45,0.36,0.42,0.25
0.42574257425742573,0.37623762376237624,0.44554455445544555,0.3564356435643564,0.4158415841584158,0.24752475247524752
0.4215686274509804,0.37254901960784315,0.45098039215686275,0.35294117647058826,0.4117647058823529,0.24509803921568626
0.4174757281553398,0.36893203883495146,0.4563106796116505,0.3592233009708738,0.4077669902912621,0.2524271844660194
0.41346153846153844,0.36538461538461536,0.4519230769230769,0.3557692307692308,0.40384615384615385,0.25
0.4095238095238095,0.3619047619047619,0.44761904761904764,0.3619047619047619,0.4,0.24761904761904763
0.41509433962264153,0.3584905660377358,0.4528301886792453,0.3584905660377358,0.39622641509433965,0.25471698113207547
0.411214953271028,0.3644859813084112,0.4485981308411215,0.35514018691588783,0.3925233644859813,0.2523364485981308
0.4074074074074074,0.3611111111111111,0.4444444444444444,0.35185185185185186,0.3888888888888889,0.25
0.41284403669724773,0.3669724770642202,0.44036697247706424,0.3577981651376147,0.3853211009174312,0.25688073394495414
0.4090909090909091,0.36363636363636365,0.43636363636363634,0.35454545454545455,0.38181818181818183,0.2545454545454545
0.40540540540540543,0.36036036036036034,0.43243243243243246,0.35135135135135137,0.3783783783783784,0.25225225225225223
0.4107142857142857,0.36607142857142855,0.4375,0.35714285714285715,0.38392857142857145,0.25
0.40707964601769914,0.36283185840707965,0.4336283185840708,0.35398230088495575,0.3893805309734513,0.24778761061946902
0.40350877192982454,0.3684210526315789,0.4298245614035088,0.3508771929824561,0.38596491228070173,0.2543859649122807
0.40869565217391307,0.3739130434782609,0.4434782608695652,0.34782608695652173,0.391304347826087,0.25217391304347825
0.4051724137931034,0.3706896551724138,0.4482758620689655,0.35344827586206895,0.39655172413793105,0.25862068965517243
0.4188034188034188,0.37606837606837606,0.4444444444444444,0.358974358974359,0.39316239316239315,0.2564102564102564
0.4152542372881356,0.3728813559322034,0.4406779661016949,0.3644067796610169,0.3898305084745763,0.2542372881355932
0.42016806722689076,0.3697478991596639,0.4369747899159664,0.3697478991596639,0.3865546218487395,0.25210084033613445
0.425,0.36666666666666664,0.44166666666666665,0.36666666666666664,0.38333333333333336,0.25833333333333336
0.4380165289256198,0.371900826446281,0.45454545454545453,0.38016528925619836,0.38016528925619836,0.2644628099173554
0.4344262295081967,0.3770491803278688,0.45081967213114754,0.3770491803278688,0.38524590163934425,0.26229508196721313
0.43902439024390244,0.37398373983739835,0.44715447154471544,0.37398373983739835,0.3821138211382114,0.2601626016260163
0.43548387096774194,0.3709677419354839,0.4435483870967742,0.3709677419354839,0.3790322580645161,0.25806451612903225
0.432,0.368,0.448,0.384,0.384,0.256
0.42857142857142855,0.36507936507936506,0.4444444444444444,0.38095238095238093,0.38095238095238093,0.25396825396825395
0.4330708661417323,0.36220472440944884,0.44881889763779526,0.3858267716535433,0.3779527559055118,0.25196850393700787
0.4296875,0.359375,0.4453125,0.3828125,0.375,0.25
0.43410852713178294,0.37209302325581395,0.4418604651162791,0.3798449612403101,0.37209302325581395,0.2558139534883721
0.4307692307692308,0.36923076923076925,0.4461538461538462,0.3769230769230769,0.36923076923076925,0.25384615384615383
0.42748091603053434,0.366412213740458,0.44274809160305345,0.37404580152671757,0.366412213740458,0.25190839694656486
0.42424242424242425,0.36363636363636365,0.44696969696969696,0.3712121212121212,0.36363636363636365,0.25
0.42105263157894735,0.3609022556390977,0.44360902255639095,0.3684210526315789,0.3609022556390977,0.24812030075187969
0.4253731343283582,0.3656716417910448,0.44776119402985076,0.3656716417910448,0.3582089552238806,0.2462686567164179
0.42962962962962964,0.362962962962963,0.45185185185185184,0.37037037037037035,0.362962962962963,0.2518518518518518
0.4338235294117647,0.36764705882352944,0.45588235294117646,0.375,0.375,0.25735294117647056
0.4306569343065693,0.3722627737226277,0.45985401459854014,0.3722627737226277,0.3722627737226277,0.26277372262773724
0.427536231884058,0.3695652173913043,0.45652173913043476,0.37681159420289856,0.3695652173913043,0.2608695652173913
0.4244604316546763,0.37410071942446044,0.460431654676259,0.37410071942446044,0.3669064748201439,0.2589928057553957
0.42142857142857143,0.37857142857142856,0.45714285714285713,0.37142857142857144,0.36428571428571427,0.2642857142857143
0.41843971631205673,0.375886524822695,0.45390070921985815,0.36879432624113473,0.3617021276595745,0.2624113475177305
0.4154929577464789,0.38028169014084506,0.4507042253521127,0.3732394366197183,0.3591549295774648,0.2605633802816901
0.42657342657342656,0.38461538461538464,0.45454545454545453,0.38461538461538464,0.36363636363636365,0.25874125874125875
0.4375,0.3888888888888889,0.4583333333333333,0.3888888888888889,0.3680555555555556,0.2638888888888889
0.43448275862068964,0.38620689655172413,0.45517241379310347,0.38620689655172413,0.36551724137931035,0.2689655172413793
0.4315068493150685,0.3904109589041096,0.4520547945205479,0.3904109589041096,0.363013698630137,0.2671232876712329
0.43537414965986393,0.4013605442176871,0.4557823129251701,0.3945578231292517,0.36054421768707484,0.2653061224489796
0.43243243243243246,0.39864864864864863,0.4527027027027027,0.3918918918918919,0.3581081081081081,0.2702702702702703
0.42953020134228187,0.40268456375838924,0.4563758389261745,0.3959731543624161,0.3624161073825503,0.2751677852348993
0.4266666666666667,0.4066666666666667,0.4533333333333333,0.3933333333333333,0.36,0.2733333333333333
0.4370860927152318,0.4105960264900662,0.45695364238410596,0.39072847682119205,0.36423841059602646,0.271523178807947
0.4342105263157895,0.40789473684210525,0.45394736842105265,0.3881578947368421,0.3618421052631579,0.26973684210526316
